x,mu,sigma,f_exact
0.3213213213213213,0.947109006422636,0.0011041939147029686,0.9469702257538619
0.32232232232232233,0.9467529263990855,0.0011041825841139397,0.9466299807911985
0.3233233233233233,0.9463956110566016,0.001104182279858522,0.9462885546149028
0.32432432432432434,0.9460370603530919,0.0011041931076197782,0.9459459459459459
0.3253253253253253,0.945677274249249,0.0011042151654526227,0.9456021534990131
0.3263263263263263,0.9453162527094605,0.0011042485449304917,0.9452571759824752
0.32732732732732733,0.9449539956999047,0.001104293330131273,0.9449110120983609
0.3283283283283283,0.9445905031919892,0.0011043495969260673,0.9445636605423297
0.32932932932932935,0.9442257751584577,0.0011044174151342955,0.944215120003643
0.3303303303303303,0.9438598115765444,0.001104496845803964,0.9438653891651366
0.3313313313313313,0.9434926124258993,0.0011045879436704573,0.9435144667031913
0.33233233233233234,0.9431241776896968,0.0011046907552937776,0.943162351287705
0.3333333333333333,0.9427545073539818,0.0011048053202628739,0.9428090415820634
0.33433433433433435,0.9423836014088067,0.001104931670039176,0.942454536243111
0.3353353353353353,0.9420114598465261,0.0011050698292635198,0.9420988339211221
0.3363363363363363,0.9416380826631894,0.0011052198144013057,0.941741933259771
0.33733733733733734,0.9412634698579723,0.001105381635453293,0.9413838328961016
0.3383383383383383,0.9408876214326654,0.0011055552934483605,0.9410245314604992
0.33933933933933935,0.9405105373934646,0.0011057407832613117,0.9406640275766586
0.34034034034034033,0.9401322177486691,0.0011059380916606989,0.9403023198615545
0.34134134134134136,0.939752662510358,0.001106147197718508,0.9399394069254112
0.34234234234234234,0.9393718716945045,0.0011063680738227395,0.9395752873716712
0.3433433433433433,0.93898984531819,0.0011066006839309333,0.9392099597969642
0.34434434434434436,0.9386065834036117,0.0011068449860398837,0.9388434227910762
0.34534534534534533,0.9382220859756671,0.001107100929538872,0.9384756749369182
0.34634634634634637,0.9378363530624085,0.0011073684567784851,0.9381067148104936
0.34734734734734735,0.9374493846949008,0.0011076475033854887,0.937736540980867
0.3483483483483483,0.9370611809082448,0.0011079379970751796,0.9373651520101319
0.34934934934934936,0.9366717417391612,0.001108239858520354,0.9369925464533783
0.35035035035035034,0.9362810672295154,0.0011085530018193734,0.9366187228586597
0.35135135135135137,0.9358891574227926,0.001108877333612792,0.9362436797669607
0.35235235235235235,0.9354960123671674,0.0011092127535037007,0.9358674157121637
0.3533533533533533,0.9351016321129748,0.001109559154328237,0.9354899292210153
0.35435435435435436,0.9347060167138181,0.0011099164215262827,0.9351112188130932
0.35535535535535534,0.934309166227365,0.0011102844347641784,0.9347312830007719
0.3563563563563564,0.9339110807132158,0.001110663066156429,0.9343501202891888
0.35735735735735735,0.9335117602356604,0.001111052181289755,0.9339677291762098
0.35835835835835833,0.9331112048616603,0.0011114516396465246,0.9335841081523948
0.35935935935935936,0.932709414660593,0.0011118612940294761,0.9331992557009627
0.36036036036036034,0.9323063897062696,0.0011122809908867448,0.9328131702977565
0.3613613613613614,0.9319021300755139,0.0011127105695891955,0.9324258504112076
0.36236236236236236,0.9314966358479069,0.0011131498648019565,0.9320372945023004
0.36336336336336333,0.931089907106383,0.0011135987043645597,0.9316475010245369
0.36436436436436437,0.9306819439377136,0.001114056909668068,0.9312564684238992
0.36536536536536535,0.9302727464307736,0.0011145242971276142,0.9308641951388146
0.3663663663663664,0.9298623146794398,0.0011150006771126011,0.930470679600118
0.36736736736736736,0.9294506487790386,0.001115485854273397,0.9300759202310152
0.3683683683683684,0.929037748829046,0.0011159796274198806,0.9296799154470458
0.36936936936936937,0.9286236149326328,0.0011164817905939101,0.9292826636560452
0.37037037037037035,0.9282082471955562,0.0011169921323003675,0.9288841632581076
0.3713713713713714,0.9277916457261313,0.0011175104355352706,0.9284844126455474
0.37237237237237236,0.9273738106374481,0.0011180364793531722,0.9280834102028607
0.3733733733733734,0.9269547420454955,0.0011185700364104516,0.9276811543066872
0.3743743743743744,0.9265344400686217,0.0011191108756247931,0.927277643325771
0.37537537537537535,0.9261129048293242,0.0011196587613069428,0.9268728756209214
0.3763763763763764,0.9256901364533405,0.0011202134529886812,0.9264668495449734
0.37737737737737737,0.925266135069478,0.001120774705746537,0.9260595634427478
0.3783783783783784,0.9248409008096132,0.0011213422706234314,0.9256510156510113
0.3793793793793794,0.9244144338086357,0.0011219158950488786,0.9252412044984362
0.38038038038038036,0.9239867342051582,0.0011224953218729673,0.9248301283055592
